DATE,TWEET
2020-03-26 14:54:54+00:00,"Hi Elaine, I can understand your situation & I'm sorry that our teams were not able to help you with the situation. Please send me your full name & post code via private message. I will pass this to our Customer Care team to be recorded & looked into further. ^ Ish"
2020-03-26 14:56:13+00:00,"Hi there, please send your full name and the post code via DM and I can check if any calls were made from our end.^Laura"
2020-03-26 15:00:26+00:00,"Hello Jack, we know that call volumes are higher than normal, but I'm afraid through this channel we're unable to arrange a call back. We're sorry for the inconvenience, and we're trying to support our all our customers in this difficult time. ^Tijianne"
2020-03-26 15:01:14+00:00,"Hey Lauren. Sorry for all the waiting. Can you please share which number you're calling? The mortgage sales and quotes team have a wait time of 21 minutes, though this can change at any moment. ^Yuriy"
2020-03-26 15:02:08+00:00,"Hi Mark, I can appreciate the inconvenience but this must be looked into by the mortgage team. My colleagues are available on 03457 662 255. Please be aware that the hold time is higher than normal considering the current situation. ^Laura"
2020-03-26 15:02:42+00:00,Ajay you can call our telephone banking team on 03457 404 404 but just be aware that the lines are incredibly busy at the moment and there are long hold times. ^Michele
2020-03-26 15:09:08+00:00,"Good afternoon, I would kindly ask that you click on the link below and join me in a private chat so that I can gather some additional details and check this for you. ^ Michelle. https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-26 15:11:23+00:00,"Hi Rachel, In order to discuss your request kindly call our specialised mortgage team on 03457 662 255. Please be aware that the hold time will be higher than normal considering the current circumstances. ^Laura"
2020-03-26 15:13:39+00:00,"Hi Subiny, we are having extremely high call volumes therefore sorry for the delay and appreciate your patience The online chat agents have limited access to your details and the financial guidance team is the specialist team who can help you best with your situation ^Sam"
2020-03-26 15:17:31+00:00,"Hi there, we are having extremely high call volumes therefore sorry for the delay & appreciate your patience Even with all staff working to support we seem to be receiving thousands of calls from customer trying to get through to us, so we appreciate your understanding. ^Sam"
2020-03-26 15:19:41+00:00,"Hi Matilda, Can I ask that you click on the private message link for me to assist you further. ^ Michelle https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-26 15:21:11+00:00,Either to call or we may be able to send one in the post for you. Let me know in DM if you want me to check it out for you. ^Michele
2020-03-26 15:21:18+00:00,"Hey there. Sorry for the wait. We are only offering payment holidays for mortgages, but our doing our best to help everyone. Please check out our options on http://grp.hsbc/60151vOwU. I really hope that helps. ^Yuriy"
2020-03-26 15:22:17+00:00,"Michelle, thank you for reaching out. Can I kindly ask you to click on the link below for me to look into this. ^ Michelle"
2020-03-26 15:22:29+00:00,"Hi Hayley, We appreciate where you come form, we are currently working on this, Check our website for updates, appreciate your patience. ^Thanoj"
2020-03-26 15:25:06+00:00,We’ve temporarily extended our interest-free overdraft to £300. Giving you more flexibility and peace of mind.
2020-03-26 15:25:58+00:00,"Hi Kate. By the looks of it, the cheque bounced. If you dial this number: 08451 650 416 you'll get in touch with our image clearing team. They'll clarify on why it got declined. ^Shaun"
2020-03-26 15:30:03+00:00,"Hi Kaizen, apologies for the delay in replying. If you send me your full name and post code in direct message by clicking the link below I will see if I can help you through Twitter. ^Dani https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-26 15:35:29+00:00,I appreciate your feedback Rachel. I can assure you we never wanted to cause you any distress it's just to help customers manage their lending better so that it wouldn't cause more trouble with any unexpected charges or interest. Thanks for your understanding ^Sam
2020-03-26 15:50:10+00:00,"Hi Ashley, That doesn't seem right. We are trying our best to help our customers affected by the current situation offering temporary overdraft facilities and credit increases however as a responsible lender we need to make sure the lending is affordable (1/2)^Sam"
2020-03-26 15:50:54+00:00,"Our team is doing a lot of reviewing right now, so hopefully they'll be able to find alternatives for other forms of lending too. ^Yuriy"
2020-03-26 15:51:14+00:00,"Also, all lending applications are subject to credit scoring, so we appreciate your understanding (2/2) ^Sam"
2020-03-26 15:58:26+00:00,"Hey there. I can't guarantee it as it would be branch's discretion, but we can definitely email them. Can I have your full name, post code and the branch via DM please? Thanks! ^Yuriy"
2020-03-26 16:00:22+00:00,Good news Ajay glad we could help ^Michele
2020-03-26 16:07:59+00:00,"Sorry that you are not happy with the decision however all applications are subject to credit scoring, so we appreciate your understanding ^Sam"
2020-03-26 16:17:39+00:00,"Hi Mark, we are sorry about the long wait times. Were you able to get this sorted? ^Thanoj"
2020-03-26 16:20:09+00:00,"Hi Laurentiu, Thanks for getting in touch, Once the payment left the account it can take up to 2 hours if the payment was sent through faster payments. ^Thanoj"
2020-03-26 16:21:59+00:00,"I've passed this on as feedback Lauren. If you'd like, you can share more thoughts with us on http://grp.hsbc/60161vPvG. ^Yuriy"
2020-03-26 16:22:33+00:00,"By the way, if you'd like to share more feedback, please check out http://grp.hsbc/60151vPvc. Thanks! ^Yuriy"
2020-03-26 16:37:37+00:00,"Hey Jack, we can provide a payment holiday for loans as well. You'll need to call on 0345 850 0622, to discuss further. ^Tijianne"
2020-03-26 16:39:12+00:00,"Hi Rory, will you kindly provide more details via DM? have you already filled in the form available on our website? ^Laura"
2020-03-26 16:40:38+00:00,"If two hours passed and the payment still have credited, check with your receiving bank. ^Thanoj"
2020-03-26 16:48:16+00:00,"Please call us on 03456 002 290, for further assistance Charlotte. ^RIT"
2020-03-26 16:48:28+00:00,"Hi Mark, Thanks for getting back to me, This need to be discussed with the mortgage team directly, Can you ask your solicitor to ring our mortgage team again and give it another go as we are receiving high volumes of calls due to the current situation."
2020-03-26 16:51:08+00:00,"I understand how frustrating this could be, But bear with us and which you all the best with your house purchase. (1-2)^Thanoj"
2020-03-26 16:54:48+00:00,"In that case we'd need to speak with you. I appreciate lines are busier than usual, but we can sort it out once you get through. ^Mill"
2020-03-26 16:56:46+00:00,"It's best to answer questions to best of your knowledge and data you hold on that subscription. Once submitted, our teams will review the case and will reach out to you, if needed! ^Mill"
2020-03-26 16:59:50+00:00,"This will be subject to your service provider, Kathryn. ^RIT"
2020-03-26 17:00:00+00:00,"Hey Ash, I'm not sure if this is a possibility Can you come into DM with your full name and postcode so that I can check what we can do for you? ^Tijianne"
2020-03-26 17:00:38+00:00,"Hey Ash, you came into DM through the below link ^Tijianne"
2020-03-26 17:03:32+00:00,"Hi Portly, did you collect from branch or received it by post? ^Claude"
2020-03-26 17:08:03+00:00,"Hello, thank you so much for your great tweet, which will be passed on to Paris and his manager for you. ^Saffron"
2020-03-26 17:09:38+00:00,You are very welcome I am glad it is all sorted now. ^ Michelle
2020-03-26 17:10:14+00:00,"Hi Tom, I can certainly understand the frustration & I'm sorry that if you got cut off. The telephone lines are extremely busy due the ongoing situation. I can only apologise you for the time taken at the moment & ask you to try again. (1/2) ^ Ish"
2020-03-26 17:10:41+00:00,"I'm not sure which number you're calling at the moment but, you can reach the fraud team directly on 03456 081 878 as well. Appreciate your patience. (2/2) Ish"
2020-03-26 17:10:45+00:00,"Have you filled in the form on the website? It explains that it can take up to 7days to get a reply. If this is going to affect you in the next three days give us a call on 03457 404 404, we will assist you further. Thanks. ^Ank."
2020-03-26 17:12:37+00:00,"Hi Saraj, how can I help you, what type of payment? ^Claude https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-26 17:16:45+00:00,"Hi Matthew, we’re aware of a payments issue. If your account has been debited please do not take any further action, any incomplete transactions will automatically be completed during the morning tomorrow. We apologise for any inconvenience caused. ^Sam"
2020-03-26 17:18:06+00:00,"Please call us on 03457 404 404, for further assistance. ^RIT"
2020-03-26 17:21:48+00:00,"Hi Lisa, so you bank with Nationwide and trying to pay a card with us? ^Claude"
2020-03-26 17:24:06+00:00,At the back of your statement you have the sort code and account number to pay to and in the reference you should input the card number you're paying. Nationwide should know this. ^Claude
2020-03-26 17:26:08+00:00,"The branch should have cancelled your previous key and sent you an activation code via text, email or post. ^Claude"
2020-03-26 17:27:05+00:00,"Yes right, you need to pay it from you online nationwide account as you don't hold an account with us. ^Claude"
2020-03-26 17:32:56+00:00,Thank you for your feedback. If you can DM me your full name and postcode I can log your feedback on our systems. Alternatively you can log it as feedback as well by clicking on this link http://grp.hsbc/60151vRp5 and completing the feedback form ^Sam
2020-03-26 17:34:26+00:00,"Cheques can be deposited at ATMs and Post Offices other options to consider. There are different ways of receiving the payments too, whoever has issued the cheque nowadays, can request the services to do a Bill Payment/ BACS payment. (1/3) ^Ank."
2020-03-26 17:35:24+00:00,Branches can offer the service but you will need to check if the branch is opened near you before heading down due to the issues we are experiencing Here is the link http://grp.hsbc/60111vRkJ . Really thank you for your understanding. (2/3) ^Ank.
2020-03-26 17:35:35+00:00,HI Can you please DM your full name and post code and I'll see if I can send one to you ^Amy
2020-03-26 17:37:04+00:00,"Please do try other forms and remember cheques are valid for six months maybe when the branch is opened a staff member can help you, so future payments can be done through the app. (3/3) ^Ank."
2020-03-26 17:52:07+00:00,"AMAZING!! Thank you so much for passing on the feedback, I will let her know straight away. Stay Safe ^Amy"
2020-03-26 17:56:20+00:00,"Hope you managed to get through Luana, we are crazy busy in this uncertain time Appreciate you waiting to get through to us ^Amy"
2020-03-26 18:11:58+00:00,"Hi Ashley, Thanks for understanding, Take care and stay safe. ^Thanoj"
2020-03-26 18:12:53+00:00,"We’re doing our best to keep branches open. You can help keep yourself and others safe by only visiting if absolutely necessary, and staying 2 metres apart from other people. Use our branch finder to plan before you travel: http://grp.hsbc/60101vrHa"
2020-03-26 18:19:49+00:00,I'm sorry to hear this Joey. Wish there was an alternative option. ^Jo
2020-03-26 18:20:42+00:00,"Hi there. This could be done online, by contacting us through Live Chat once you have logged on to your account. ^Jo"
2020-03-26 18:32:28+00:00,"Hi Rachel, we understand you, over this channel we cannot look into your mortgage folder. The specific team would have to deal with this for you. We do thank you for your understanding. Lines are busy, and we will answer the call, please hold. ^Ank."
2020-03-26 18:33:31+00:00,"You can use this email: ukhelp@hsbc.com, but we can also help you here if you wish! Thanks for understanding the service pressures - and apologies for waiting to get a response! ^Mill"
2020-03-26 18:37:58+00:00,"Glad to here so, Tom. ^Jo"
2020-03-26 18:38:37+00:00,Hi Lisa Here are all the ways you can pay in a personal cheque http://grp.hsbc/60151vrW7 ^Amy
2020-03-26 18:38:57+00:00,"Please call us on 03457 404 404, to discuss this further. ^RIT"
2020-03-26 18:53:37+00:00,"Our condolences You will need to speak to our specialists regarding this as they can give you all the options. Their number is 03458 500 088 Mon - Fri 08.30 - 18.00, Sat 09.00 - 14.00. We really appreciate your patience getting through to us currently busy on all lines ^Amy"
2020-03-26 19:04:45+00:00,"Hey Dan, If someone did a payment towards your PayPal account from his account, and this did not touch HSBC accounts in any way we would not be able to assist. You would need to contact PayPal to see if any delays, and see with his bank if there are any delays. ^Mark"
2020-03-26 19:05:53+00:00,"Hi Nicola, the available balance will only show you own available money, once you go into overdraft it will show (-) minus. If you provide me in a private message your full name and postcode, I will check for you. ^Claude https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-26 19:18:06+00:00,Hi Dee come into DM with your post code and full name and I'll see what I can find for you. ^Amy https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-26 19:21:04+00:00,Hi Dave can you DM you full name and Post code and I'll see what I can do. ^Amy https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-26 19:22:19+00:00,"That's done and dusted for you. New secure key on its way (you probably know how long post takes from UK) and email should be there in moment! If the email expires - don't worry. Just get in touch with us, and we'll generate a new one! Lovely chatting with you! ^Mill"
2020-03-26 19:24:05+00:00,"Hi, Please pass on your full name and post code via DM and I'll see what I can do ^Amy https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-26 19:25:05+00:00,"Hey there, if you need to raise a new dispute because of a transaction that was not your own please call us on 03457 404 404. They will be able to look into it further for you. If you have raised this already please forward your full name and post code through DM using link.^Mark https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-26 19:31:41+00:00,"Hi Becky, yes it's Fraud Cards. ^Claude"
2020-03-26 19:31:51+00:00,"Aww great!! Thank you so much for your patience. We are trying to respond to everyone as quick as we can, but we are snowed under right now Glad you are all sorted Stay Safe Dave ^Amy"
2020-03-26 19:35:05+00:00,"Hi Matt, some application need the ID Check so this is required sometimes. I appreciate you don't want to put yourself at risk right now. You can send the documents to the branch with a covering letter and then its down to the branch to carry on with the application ^Amy"
2020-03-26 19:56:47+00:00,"Effective today, we've introduced £300 free overdraft buffer, making better of 9 out of 10 customers compared to our old overdraft charges - helping save more money! Mortgage holidays are easily applied for via online tool: http://grp.hsbc/60121vpus We're here for all. ^Mill"
2020-03-26 19:57:25+00:00,"Hi Danny, below I sent you a link which tell you all the closest branches and up to date opening times. ^Claude"
2020-03-27 08:06:48+00:00,"We do not deal with digital currencies, can you tell me more about what connection does this have with HSBC, please? If you have any specific account details that point to us, pass them via link below, and we will take appropriate investigation. ^Mill"
2020-03-27 08:18:43+00:00,"I’m sorry, but we don’t have the timescales for the call backs. It would depend on your situation when the agent evaluated your details on the call. Have a look at the main website http://grp.hsbc/60101vdWI (1/2) ^Ank."
2020-03-27 08:20:50+00:00,"See if you can find any more information related to your queries and follow the steps, their might have been new information since you have spoken to us. Information is updated to help all our customers. Thanks for your understanding. (2/2) ^Ank."
2020-03-27 08:21:13+00:00,"Hi Lucinda . We have had a delay with the account opening process unfortunately. Under the current circumstances, are you unable to visit a Branch due to quarantine rules? We really do need to verify you in order to get the account open. ^Alison"
2020-03-27 08:29:50+00:00,"Hey Fiona. I'm sorry you feel that way. To register for online banking, you must have a telephone security number, which you can get by calling 03457 400 004 (9am to 8pm Monday to Saturday, 10am to 4pm Sundays). Thanks for your patience. ^Yuriy"
2020-03-27 08:34:09+00:00,"I wouldn't say hacking per se, but there's a possibility of someone trying to log on and system stopped them. Even though if they knew all your answers, secure key would prevent the breach. What kind of Secure Key you have? Do you share any PC devices with anyone else? ^Mill"
2020-03-27 08:38:27+00:00,Hello Natasha I am sorry to hear this and please be assured feedback will be given to the branch manager. ^Saffron
2020-03-27 08:43:55+00:00,"Hello Michael Please can you send your full name, postcode and a brief overview of what has happened, via the link below. ^Saffron https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 08:47:27+00:00,"Hi Jo, I'm not happy to see you going through issues, let me take care of this for you. Ever felt there should be more help visual storytelling on how to use the app? We got you covered. If you check our YT channel, we have short & useful clips: http://grp.hsbc/60101veDr ^Mill"
2020-03-27 08:49:49+00:00,I can confirm this matter is being looked into. ^Saffron
2020-03-27 08:49:52+00:00,"No worries, thanks for appreciating the situation. Let's get this sorted. Pass me your full name and postcode via link below. ^Mill https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 08:52:46+00:00,"Hi Chloe, have you tried restarting your mobile phone ? If you are still experiencing an issue you might need to uninstall and install the app again. If this will be the case, kindly call the online banking team on 03456 002 290 to assist you. ^Sarah"
2020-03-27 09:10:49+00:00,Hey Simon. I'm sorry if this puts you in a difficult position. You can apply for a mortgage payment holiday on http://grp.hsbc/60161venQ and check out http://grp.hsbc/60171venv if you need any further help. Thanks for your patience. ^Yuriy
2020-03-27 09:14:19+00:00,Hey Dan. I'm sorry for the wait. We're receiving a lot of queries on all channels and are doing our best to help everyone. You can apply for mortgage holiday on http://grp.hsbc/60161veZp and refer to http://grp.hsbc/60171veZV if you need further help. Thanks! ^Yuriy
2020-03-27 09:22:41+00:00,Have you filled in the form on the website? It explains that it can take up to 7days to get a reply. Kindly bear with us. ^RIT
2020-03-27 09:25:18+00:00,"Hi John, they have 2 in that branch The opening times have changed since for this branch, it will now be open from 10-2pm Monday to Friday. ^Dani"
2020-03-27 09:31:38+00:00,"No charge Georgina, it can take up to 4 working days once we action it from our end to reach the account. ^Dani"
2020-03-27 09:32:20+00:00,"Hi there, I appreciate the inconvenience caused by the hold. Due to the current difficult situation we are experiencing high volume of calls on all lines including Advance. Send me your full name and post code via DM and few details about the payments please.^Laura"
2020-03-27 09:42:37+00:00,"Hi there . Can you please DM me your full name and postcode, and I will have a look into this for you. ^Alison"
2020-03-27 09:43:51+00:00,Hi Sharon. I'm sorry for the phone delays. Our team is trying hard to reach everyone that needs help. Can you send us a DM with your full name and postcode please? Thank you. ^Jason
2020-03-27 09:44:10+00:00,"Hi Nasira, Is it possible to send the requested details by clicking on this link as I'm unable to see any details yet. ^Sam"
2020-03-27 09:46:21+00:00,"Hi Coral, have you tried restarting your phone as this should resolve the issue. If you are still experiencing an issue you might need to uninstall and install the app again. If this will be the case, kindly call the online banking team on 03456 002 290 to assist you. ^Jem"
2020-03-27 09:48:43+00:00,"We are receiving high volume of calls due to the current situation, kindly bear with us. Please call the direct number on 03456 002 290, to get this sorted. ^RIT"
2020-03-27 09:52:29+00:00,Hello. In the evening you will sometimes be given a warning message to say the payment can't be made today but do you want it to go tomorrow. This is normal due to different cut off times. If you confirm it and say yes it will go automatically the next morning ^Dani
2020-03-27 09:57:46+00:00,"Hi there Feenz, as long as the account opening process was initiated in the campaign and all the criteria was met the cash incentive will still apply. Send me your full name and post code via DM and I can check the updates at my end. ^Laura"
2020-03-27 09:59:04+00:00,"I would love to check this further for you, if you can please pass over your full name and postcode via the DM link below? ^RIT https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 09:59:11+00:00,"Hello Emily, I am sorry to hear about your situation, can you please provide your full name and postcode via the link below and we can escalate this further for you. ^Saffron https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 10:02:33+00:00,"Hi Dan, I understand the frustration however there can be trouble with the line due to the unusual amount of calls flowing in with thousands of people trying to call us in similar situations as you, so we are sorry for the inconvenience appreciate your patience (1/3) ^Sam"
2020-03-27 10:02:57+00:00,We don't offer any payment holidays on personal loans as you were informed however we may be able to reduce or defer your Personal Loan payments. But reducing or deferring payments will continue to report to a Credit Reference Agency and may impact your credit file. (2/3) ^Sam
2020-03-27 10:03:21+00:00,If would like to discuss anything regarding this please make sure you are calling on 0345 850 0622 (3/3) ^Sam
2020-03-27 10:06:18+00:00,Hi Katie. This can take up to 48 hours to affect the balance on your credit card. ^Jo
2020-03-27 10:10:52+00:00,"Hi Sharon, we’re sorry, our branches are on reduced hours or closed at the moment because of the coronavirus outbreak. We're keeping our http://grp.hsbc/60151v53x as up-to-date as we can. Head there to find the latest updates about your nearest branches. ^Jem"
2020-03-27 10:14:58+00:00,Hi Susannah . Can you please DM me with some details about the issue? I will see if there is anything I can do to assist you. ^Alison
2020-03-27 10:18:18+00:00,"Hi Katie, yes this a legit text message from HSBC. If you want to be able to check your accounts without needing to go to the ATM you can register for online/mobile banking is you wish http://grp.hsbc/60151v5Tl. ^Dani"
2020-03-27 10:24:28+00:00,"This would be due to the large number of calls at once. I'm really sorry for the inconvenience, please bear with us. ^Jo"
2020-03-27 10:25:49+00:00,"HI Adam, thank you for letting us know. If you haven't already, please try using Internet Explorer. If it's still not working you will need to contact the company you're purchasing on as they are the ones who pt Verified by Visa on their site. ^Dani"
2020-03-27 10:28:06+00:00,"Hi Stefan, many of our branches are on reduced hours or closed at the moment because of the coronavirus outbreak. We're keeping our http://grp.hsbc/60141v5bo as up-to-date as we can. Head there to find the latest updates about your nearest branches. ^Jem"
2020-03-27 10:31:15+00:00,"Hi, Chris, effective today - all branches that are still open will work from 10am until 2pm, Monday to Friday. To check if your local branch is still running amid recent events, check this link and search for it: http://grp.hsbc/60121v5e8 Hope this helps plan out! ^Mill"
2020-03-27 10:33:05+00:00,"Hi George, we're sorry you're unable to log in. Please DM us with your full name and postcode, and we'll look into this for you. Thanks, ^Sandra"
2020-03-27 10:34:26+00:00,"Please call us on 0044 1226 261 226, for further assistance Raymond. ^RIT"
2020-03-27 10:34:34+00:00,Hi Laura. What can I help you with? ^Sarah
2020-03-27 10:35:41+00:00,"I would love to check this further for you, if you can please pass over your full name and postcode via the DM link below? ^RIT https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 10:39:35+00:00,Can you send me your full name and postcode in DM using the link below and I will see if I can guide you. ^Michele https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-27 10:46:22+00:00,"Hi Marian, we still have branches open and although we can't book a fave to face interview if it's close by can you make it in? Alternatively what is your closest branch and I will send them an email to see if we can do anything to support? ^Dani"
2020-03-27 10:47:48+00:00,"Thank you, Christian, I have reported this to our phishing team. Thank you again for letting us know. ^Alison"
2020-03-27 10:48:59+00:00,"Hi Georgina, we’re doing our best to keep branches open. Please only visit if absolutely necessary, and remember to stay 2 metres apart from other people. Use our branch finder to plan before you travel: http://grp.hsbc/61801vrHj ^Sarah"
2020-03-27 10:49:59+00:00,Hi Peter. Can you send us a direct message with your full name and postcode please. Thank you. ^Jason
2020-03-27 10:58:33+00:00,Hi Emma. Our Customer Care team will be able to help. Please send us a DM with your full name and postcode. Thank you. ^Jason
2020-03-27 10:59:25+00:00,"Hi Mark, most of our branches are still open 10:00-14:00 from Monday to Friday. Please only visit if absolutely necessary. Use our branch finder to plan before you travel: http://grp.hsbc/61801vrHj ^Sarah"
2020-03-27 11:06:07+00:00,Hi Sam! Best to reach: hsbc.recruitment@hsbc.com The team will take care of these for you. Thanks. ^Mill
2020-03-27 11:06:26+00:00,Hi there. I'm really sorry for the phone delays. Our team is trying to reach everyone. Please can you send us a DM with your full name and postcode. We can then look further into the payment. Thank you. ^Jason
2020-03-27 11:08:16+00:00,"Hi Alex, we're sorry to hear this. Our Customer Service team will help. Please send us a DM with some more details, and include your full name and postcode. Thanks, ^Sandra"
2020-03-27 11:15:33+00:00,Unfortunately not Len but thank you for reaching out. If you want to message me on direct message by clicking the link below and provide me with the card number I will place a block on the card and I'll explain the next steps. ^Dani https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-27 11:18:14+00:00,Hi Jason you will be contacted within 7 days of submitting the form and the team will be able to advise you about the direct debit then. ^Michele
2020-03-27 11:20:26+00:00,"Hi Jem, please direct message us with your full name and postcode. Our Customer Care team will be able to help you. Thanks, ^Sandra"
2020-03-27 11:28:29+00:00,Hi Gordon. Could you DM us with a picture of the message you received? ^Jo
2020-03-27 11:31:03+00:00,Hi Adam. We are not aware of any issues. Is there anything we can help you with? Please send our team a direct message with your full name and postcode. Thank you. ^Jason
2020-03-27 11:31:20+00:00,"Hi Elaine, I am really sorry if you found the approach aggressive. Lending facilities are reviewed regularly and decision regarding limit can be taken at any time. If you need to discuss your financial situation please call 0345 850 0622. ^Laura"
2020-03-27 11:32:12+00:00,"Hi Mat, definately not us, so well done for being vigilant. If you're ever unsure, call us on a number you know and we'll tell you if it's genuine, or transfer you over to the correct team if needs be. Thanks, ^Jem"
2020-03-27 11:33:14+00:00,In order to avoid this situation in the future you can set up a direct debit to pay the credit card on the due date without you having to worry.^Laura
2020-03-27 11:33:32+00:00,"Hi, how can we help? ^RIT"
2020-03-27 11:34:40+00:00,Thanks for sharing. Please forward this to phishing@hsbc.com. ^RIT
2020-03-27 11:34:44+00:00,Hi Lesley. Could you DM us with your full name and postcode? ^Jo https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-27 11:35:43+00:00,"Hi there, can you kindly send me your full name and the post code and i will be checking this at my end. ^Laura"
2020-03-27 11:36:28+00:00,Please select the attached link and send this via DM.^Laura https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-27 11:40:39+00:00,"Thanks for sharing - glad this was swiftly sorted out, especially with everything that's going around. Take care! ^Mill"
2020-03-27 11:42:26+00:00,"Thanks, George. Have a go again for me. It's saying that it's your memorable question and the password for your digital secure key. It's the new information you reset the other day that you need to use for sure. ^Dani"
2020-03-27 11:45:02+00:00,"Hi there . You should receive the card automatically at your statement address before your current one expires. This should be around three weeks before expiry. If you get to say - two weeks before expiry and have not received one, then please get back in touch with us. ^Alison"
2020-03-27 11:47:34+00:00,"Hi Graham, I will look at an alternative solution for you. If you can please provide your full name and post code in direct message by clicking the link below, I'll see what I can do. ^Dani https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 11:53:55+00:00,"Hi KateLouise, most branches are open on reduced hours. Opening hours 10:00-14:00 Mon - Fri and all branches closed at the weekend. We can help with cash deposits/withdrawals, international payments, changes of address and certain other services. http://grp.hsbc/60171vg5V ^Jem"
2020-03-27 12:08:11+00:00,"Please call us on 03457 404 404, you need to speak with our collections team for further assistance. ^RIT"
2020-03-27 12:18:17+00:00,"We're currently receiving a high number of applications, and we'll do our best to get back to you as soon as possible. For any other queries please call us on 03457 404 404. Please take care and stay safe! ^RIT"
2020-03-27 12:23:40+00:00,Sorry to hear this. I am limited to what I can do on Twitter but if you want to send me your full name and postcode in DM using the link below and what you need help with and I will see what I can do. ^Michele https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-27 12:39:59+00:00,"Hi Johanna. I'm sorry to hear about this. Could you DM me with your full name and postcode, so I can have a look into this? ^Jo https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 12:44:27+00:00,"Hi Edward, Thanks for getting in touch, I'm not able to check your pending transactions via this channel for security, You need to call our telephone banking on 03457 404 404. Bear in mind that we are receiving high call volumes due to the current situation."
2020-03-27 12:45:52+00:00,Thank you for your lovely tweet Sophia. ^Saffron
2020-03-27 12:46:57+00:00,I would presume that you have checked transactions on your mobile or internet banking but transaction is not showing. Is that correct? Please DM me your response. (1-2)^Thanoj https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-27 12:48:11+00:00,"Hi Andy. You will always need a telephone banking security number I'm afraid. I'll do my best to help you here as you've not managed to get through. Please send me a direct message, by clicking the link below, with your full name and post code and I'll see what I can do. ^Dani"
2020-03-27 12:59:28+00:00,"Hey Maureen. If that's the case, please fully scan your PC with an antivirus and download Trusteer software from http://grp.hsbc/60111v9jH. Please check out http://grp.hsbc/60121v9jy for some tips on staying safe online. It's best to take these precautions first. ^Yuriy"
2020-03-27 12:59:36+00:00,We’re working hard to develop solutions to help customers manage their loan and credit card repayments. We’ll provide more information on the website as soon as possible. ^Dani
2020-03-27 13:02:57+00:00,"After these steps, please share your full name and post code with us here, so we can check if there's anything we can do. To reset any details though, please call 0345 600 2290 (08:00-20:00), preferably at 08:00 when the team opens. Thanks for your patience! ^Yuriy"
2020-03-27 13:43:37+00:00,"Hey Lucinda, I completely understand. If you'd like to cancel the switch, please provide me with your full name and postcode through DM. ^Tijianne https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 13:46:48+00:00,"Hi David, thanks for taking time to pass your positive feedback , You are right cards are much-needed these days. Take care and stay safe. ^Thanoj"
2020-03-27 13:51:19+00:00,"Hello Jason, you can call us on 0345 850 0622, if you'd like to discussing going on payment holiday on your loan. ^Tijianne"
2020-03-27 13:53:15+00:00,"I'm afraid we cannot promise anything as the time scale for the team to get back to you is 7 working days. However, for advise on whether to cancel the direct you would need to speak with the team on 0800 169 6333 ^Sam"
2020-03-27 13:56:40+00:00,"I can do that for you, can you kindly click on the link below to confirm we are in DM, and then provide me with your full name on the account and postcode. Thanks. ^Ank. https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 13:57:51+00:00,"Hi Paul, apologies for the delay in getting back to you. If you've still not managed to get through please can you send me a direct message with your full name and post code through the link below and I'll see if there's anything we can do to help. ^Dani https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 14:18:22+00:00,"Hi Dale, Can you send us a private message with more details as to what you're looking to do, please? I might be able to provide you a different way to resolve this. ^ Ish https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 14:19:06+00:00,"Hey Sallax. If the previous card was replaced, or your address was changed, within the last 60 days, then the replacement would be sent to branch. Don't worry though, if you'd like to share your full name and post code via DM, I'll ask the branch to post it to you. Thanks! ^Yuriy https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-27 14:30:40+00:00,"Hi Paul . Oh, I'm sorry to hear you are having issues with that today. Please give the Mortgage Team a call on: 03457662255 please be aware there may be a hold time, as the team are very busy under the current circumstances. ^Alison"
2020-03-27 14:34:41+00:00,"Hi Holly . Can you please let me know through DM which company it is? The payment will automatically switch over to your new HSBC Account, but I will have a check for you just to make sure. ^Alison https://twitter.com/messages/compose?recipient_id=2922732233"
