,DATE,TWEET,tidy_tweets,absolute_tidy_tweets,,,,,,,
2465,2020-03-25 10:24:33+00:00,"Hi there yes the easiest way is to do it online from the 'Move Money' section select 'Standing orders and future payments', select the standing order you want to amend 'Show details' and then 'Edit details'. Hope this helps. ^Michele","Hi there yes the easiest way is to do it online from the 'Move Money' section select 'Standing orders and future payments', select the standing order you want to amend 'Show details' and then 'Edit details'. Hope this helps. ^Michele",Hi yes easiest way online Move Money section select Standing orders future payments select standing order want amend Show details Edit details Hope helps Michele,,,,,,,
2466,2020-03-25 10:26:55+00:00,"Hey Carol, I'm sorry to hear about that, but would love to help, can you provide me with your full name and postcode via DM so that I can assist you with this.^Salem","Hey Carol, I'm sorry to hear about that, but would love to help, can you provide me with your full name and postcode via DM so that I can assist you with this.^Salem",Hey Carol Im sorry hear would love help provide full name postcode via DM I assist thisSalem,,,,,,,
2467,2020-03-25 10:32:17+00:00,Hi Kerrie. Tomorrow we'll release an update regarding overdraft changes. Following this: http://grp.hsbc/60151QQ4z for all the info related to COVID-19. ^Shaun,Hi Kerrie. Tomorrow we'll release an update regarding overdraft changes. Following this: for all the info related to COVID-19. ^Shaun,Hi Kerrie Tomorrow well release update regarding overdraft changes Following info related COVID Shaun,,,,,,,
2468,2020-03-25 10:33:44+00:00,"We’re doing our best to keep as many branches open as possible, but many are on reduced hours or closed because of the coronavirus outbreak. All branches are now closed at the weekend until further notice too. Please visit http://grp.hsbc/60171QQfV, for more info, Steve. ^RIT","We’re doing our best to keep as many branches open as possible, but many are on reduced hours or closed because of the coronavirus outbreak. All branches are now closed at the weekend until further notice too. Please visit for more info, Steve. ^IT",Were best keep many branches open possible many reduced hours closed coronavirus outbreak All branches closed weekend notice Please visit info Steve IT,,,,,,,
2469,2020-03-25 10:35:30+00:00,"You are right! This is not from HSBC, please don't click on the link and you can forward this to phishing@hsbc.com. ^RIT","You are right! This is not from HSBC, please don't click on the link and you can forward this to phishing@hsbc.com. ^IT",You right This HSBC please dont click link forward phishinghsbccom IT,,,,,,,
2470,2020-03-25 10:39:46+00:00,The account number should be on your card. Have you lost your debit card? ^RIT,The account number should be on your card. Have you lost your debit card? ^IT,The account number card Have lost debit card IT,,,,,,,
2471,2020-03-25 10:40:07+00:00,"Hi Brian - hold times are long, some in excess of 1hr as everyone is trying to sort their MTG. At the moment there isn't an online journey for this, but we are working on few things. Whatever said and done, we will try our best to work in a way that is safe for you. ^Mill","Hi Brian - hold times are long, some in excess of 1hr as everyone is trying to sort their MTG. At the moment there isn't an online journey for this, but we are working on few things. Whatever said and done, we will try our best to work in a way that is safe for you. ^Mill",Hi Brian hold times long excess hr everyone trying sort MTG At moment isnt online journey working things Whatever said done try best work way safe Mill,,,,,,,
2472,2020-03-25 10:51:00+00:00,"Hey Melissa, I apologise for your experience and appreciate that it is very frustrating, we are very busy due to the current situation and are trying our best to help as many customers as possible, why are you trying to contact us? I might be able to help.^Salem","Hey Melissa, I apologise for your experience and appreciate that it is very frustrating, we are very busy due to the current situation and are trying our best to help as many customers as possible, why are you trying to contact us? I might be able to help.^Salem",Hey Melissa I apologise experience appreciate frustrating busy due current situation trying best help many customers possible trying contact us I might able helpSalem,,,,,,,
2473,2020-03-25 10:52:46+00:00,"Hi Ami. In your case, you would need to get in touch with us over the phone. We have a specialist team that can help you. Their direct number is: 03456 006 423. ^Shaun","Hi Ami. In your case, you would need to get in touch with us over the phone. We have a specialist team that can help you. Their direct number is: 03456 006 423. ^Shaun",Hi Ami In case would need get touch us phone We specialist team help Their direct number Shaun,,,,,,,
2474,2020-03-25 10:53:17+00:00,"Hi there, the website directs you to an adobe form which is external, however rest assure that all the details input will come to us and the form is safe. Hope this helps. ^Jeandor","Hi there, the website directs you to an adobe form which is external, however rest assure that all the details input will come to us and the form is safe. Hope this helps. ^Jeandor",Hi website directs adobe form external however rest assure details input come us form safe Hope helps Jeandor,,,,,,,
2475,2020-03-25 10:56:29+00:00,"Hi there Evie, thank you for reaching out to us. We can definitely help you reset the telephone security number by calling us on 03457 404 404 or by visiting any Branch. I appreciate the inconvenience caused by the current difficult situation. ^Laura","Hi there Evie, thank you for reaching out to us. We can definitely help you reset the telephone security number by calling us on 03457 404 404 or by visiting any Branch. I appreciate the inconvenience caused by the current difficult situation. ^Laura",Hi Evie thank reaching us We definitely help reset telephone security number calling us visiting Branch I appreciate inconvenience caused current difficult situation Laura,,,,,,,
2476,2020-03-25 11:04:55+00:00,Hi Matthew. Pontefract is currently closed I'm afraid. ^Shaun,Hi Matthew. Pontefract is currently closed I'm afraid. ^Shaun,Hi Matthew Pontefract currently closed Im afraid Shaun,,,,,,,
2477,2020-03-25 11:05:16+00:00,"Hi again! We are in the process of making a lot of changes to help people during this difficult time. Some good news Neil, we have announced an increase the interest-free overdraft buffer. ^Jith","Hi again! We are in the process of making a lot of changes to help people during this difficult time. Some good news Neil, we have announced an increase the interest-free overdraft buffer. ^Jith",Hi We process making lot changes help people difficult time Some good news Neil announced increase interestfree overdraft buffer Jith,,,,,,,
2478,2020-03-25 11:05:49+00:00,"Morning Mo, so long as you are within any agreed overdraft limit at the end of the day you will not get any charges. The texts are sent to tell you that you are in a facility, &/or due to go over therefore if you have paid in you have no problems. ^Karen","Morning Mo, so long as you are within any agreed overdraft limit at the end of the day you will not get any charges. The texts are sent to tell you that you are in a facility, &/or due to go over therefore if you have paid in you have no problems. ^Karen",Morning Mo long within agreed overdraft limit end day get charges The texts sent tell facility due go therefore paid problems Karen,,,,,,,
2479,2020-03-25 11:05:49+00:00,You can use this link http://grp.hsbc/60181QvXw to check for a branch near you that's open. ^Shaun,You can use this link to check for a branch near you that's open. ^Shaun,You use link check branch near thats open Shaun,,,,,,,
2480,2020-03-25 11:07:22+00:00,"Please call us on 03456 002 290, for further assistance. ^RIT","Please call us on 03456 002 290, for further assistance. ^IT",Please call us assistance IT,,,,,,,
2481,2020-03-25 11:15:22+00:00,"Hi there, sorry to hear you've not managed to get through to us, are you aware that you can apply for a payment holiday online for your mortgage? Click on the link below to do this. http://grp.hsbc/60191QvgW ^Jeandor","Hi there, sorry to hear you've not managed to get through to us, are you aware that you can apply for a payment holiday online for your mortgage? Click on the link below to do this. ^Jeandor",Hi sorry hear youve managed get us aware apply payment holiday online mortgage Click link Jeandor,,,,,,,
2482,2020-03-25 11:22:14+00:00,Glad to hear! Take care and stay safe. ^Jeandor,Glad to hear! Take care and stay safe. ^Jeandor,Glad hear Take care stay safe Jeandor,,,,,,,
2483,2020-03-25 11:28:47+00:00,"Hey Jo, I'm sorry for the late reply, yes, it is a genuine HSBC online form, it was created quite fast due to the situation, you can fill the form in twice using each of the account numbers to be certain, if you need any help, get back to us.^Salem","Hey Jo, I'm sorry for the late reply, yes, it is a genuine HSBC online form, it was created quite fast due to the situation, you can fill the form in twice using each of the account numbers to be certain, if you need any help, get back to us.^Salem",Hey Jo Im sorry late reply yes genuine HSBC online form created quite fast due situation fill form twice using account numbers certain need help get back usSalem,,,,,,,
2484,2020-03-25 11:30:30+00:00,"Hi there, you can click on the link below to DM us. :) If this is in relation to online banking, you would need to call us on 03456 002 290 to unlock it. ^Jeandor https://twitter.com/messages/compose?recipient_id=2922732233","Hi there, you can click on the link below to DM us. :) If this is in relation to online banking, you would need to call us on 03456 002 290 to unlock it. ^Jeandor",Hi click link DM us If relation online banking would need call us unlock Jeandor,,,,,,,
2485,2020-03-25 11:32:15+00:00,"Hi Chris, you can apply via the link below. Hope this helps! ^Jeandor http://grp.hsbc/60111Qvad*","Hi Chris, you can apply via the link below. Hope this helps! ^Jeandor",Hi Chris apply via link Hope helps Jeandor,,,,,,,
2486,2020-03-25 11:33:02+00:00,"Hi there, I wanted to let you know we are doing everything we can in this difficult time and appreciate that your locked out from accessing your funds. Please continue to be patient with us as your enquiry does need to be dealt with on 03456 002290. ^ Michelle","Hi there, I wanted to let you know we are doing everything we can in this difficult time and appreciate that your locked out from accessing your funds. Please continue to be patient with us as your enquiry does need to be dealt with on 03456 002290. ^ Michelle",Hi I wanted let know everything difficult time appreciate locked accessing funds Please continue patient us enquiry need dealt Michelle,,,,,,,
2487,2020-03-25 11:35:50+00:00,"Hey Polly, we can look into sending you an email instead or my colleagues can make an exception to allow the transaction to go through. Kindly give them a call on 0345 606 3535, and they'll assist you further with this. ^Tijianne","Hey Polly, we can look into sending you an email instead or my colleagues can make an exception to allow the transaction to go through. Kindly give them a call on 0345 606 3535, and they'll assist you further with this. ^Tijianne",Hey Polly look sending email instead colleagues make exception allow transaction go Kindly give call theyll assist Tijianne,,,,,,,
2488,2020-03-25 11:52:18+00:00,"Hi there, we're currently receiving a high number of applications, and we'll do our best to get back to you within 7 days. ^Jeandor","Hi there, we're currently receiving a high number of applications, and we'll do our best to get back to you within 7 days. ^Jeandor",Hi currently receiving high number applications well best get back within days Jeandor,,,,,,,
2489,2020-03-25 11:55:02+00:00,"Hello Nick, I'm sorry for the delay. Please come into DM with the full name and postcode of the account holder. I'll check if the mandate has been actioned for you. Thank you ^Tijianne https://twitter.com/messages/compose?recipient_id=2922732233","Hello Nick, I'm sorry for the delay. Please come into DM with the full name and postcode of the account holder. I'll check if the mandate has been actioned for you. Thank you ^Tijianne",Hello Nick Im sorry delay Please come DM full name postcode account holder Ill check mandate actioned Thank Tijianne,,,,,,,
2490,2020-03-25 11:55:34+00:00,"Hey Malcolm, thanks for reaching out to us, I have checked the wait time for the mortgage team and I have been told that it's currently 1.5 hours, are you trying to apply for a payment holiday?^Salem","Hey Malcolm, thanks for reaching out to us, I have checked the wait time for the mortgage team and I have been told that it's currently 1.5 hours, are you trying to apply for a payment holiday?^Salem",Hey Malcolm thanks reaching us I checked wait time mortgage team I told currently hours trying apply payment holidaySalem,,,,,,,
2491,2020-03-25 11:57:40+00:00,"Hey Sarah, I appreciate your insight, we're extremely busy at the moment due to the current situation and are trying to assist as many customers as possible, seeing as your father is unable to get thought over the telephone to replace the secure key.(1/2)^Salem","Hey Sarah, I appreciate your insight, we're extremely busy at the moment due to the current situation and are trying to assist as many customers as possible, seeing as your father is unable to get thought over the telephone to replace the secure key.(1/2)^Salem",Hey Sarah I appreciate insight extremely busy moment due current situation trying assist many customers possible seeing father unable get thought telephone replace secure keySalem,,,,,,,
2492,2020-03-25 11:58:21+00:00,Ofcourse. Send us a DM via the link below. You can also include your full name and postcode. ^Shaun https://twitter.com/messages/compose?recipient_id=2922732233,Ofcourse. Send us a DM via the link below. You can also include your full name and postcode. ^Shaun,Ofcourse Send us DM via link You also include full name postcode Shaun,,,,,,,
2493,2020-03-25 11:58:56+00:00,"Hi, thanks for reaching out, we've recently created mortgage holidays online journey, to help everyone impacted with their payments: http://grp.hsbc/60181Qazw We have teams and systems in place to discuss other lending, with more support on the way: http://grp.hsbc/60191Qazb ^Mill","Hi, thanks for reaching out, we've recently created mortgage holidays online journey, to help everyone impacted with their payments: We have teams and systems in place to discuss other lending, with more support on the way: ^Mill",Hi thanks reaching weve recently created mortgage holidays online journey help everyone impacted payments We teams systems place discuss lending support way Mill,,,,,,,
2494,2020-03-25 11:59:32+00:00,"My apologies for the inconvenience. I confirmed, the 03458 500 622 line is live and working. Please try again, it should be ok now. If the problem persist, try it from a different phone as it might be network problem. Thanks! ^Kashif","My apologies for the inconvenience. I confirmed, the 03458 500 622 line is live and working. Please try again, it should be ok now. If the problem persist, try it from a different phone as it might be network problem. Thanks! ^Kashif",My apologies inconvenience I confirmed line live working Please try ok If problem persist try different phone might network problem Thanks Kashif,,,,,,,
2495,2020-03-25 12:01:01+00:00,He can activate a digital secure key on a mobile phone to access his accounts in the meantime (by following the guide below) and request a physical secure key by sending us a secure message via his online banking.^Salem Guide:,He can activate a digital secure key on a mobile phone to access his accounts in the meantime (by following the guide below) and request a physical secure key by sending us a secure message via his online banking.^Salem Guide:,He activate digital secure key mobile phone access accounts meantime following guide request physical secure key sending us secure message via online bankingSalem Guide,,,,,,,
2496,2020-03-25 12:05:19+00:00,"Hey Sarah, you can assist him by activating the app on your phone and putting the request through, as the only other option's are to visit a branch with photo ID or call us on 03456 002 290 between 8am and 8pm.^Salem","Hey Sarah, you can assist him by activating the app on your phone and putting the request through, as the only other option's are to visit a branch with photo ID or call us on 03456 002 290 between 8am and 8pm.^Salem",Hey Sarah assist activating app phone putting request options visit branch photo ID call us pmSalem,,,,,,,
2497,2020-03-25 12:17:47+00:00,"For personal loan enquires, it's best to give us a call on 03456 006 423. It's not the answer that I want to give you, but with the current situation, we are doing our best to help each and every customer. ^Shaun","For personal loan enquires, it's best to give us a call on 03456 006 423. It's not the answer that I want to give you, but with the current situation, we are doing our best to help each and every customer. ^Shaun",For personal loan enquires best give us call Its answer I want give current situation best help every customer Shaun,,,,,,,
2498,2020-03-25 12:18:36+00:00,This can be either in branch or posted to your account holding branch. ^RIT,This can be either in branch or posted to your account holding branch. ^IT,This either branch posted account holding branch IT,,,,,,,
2499,2020-03-25 12:20:29+00:00,"Hi Lauren, We normally don't send a link on text message, I would suggest you to check your account balance and the available balance using your internet banking or mobile app. ^Thanoj","Hi Lauren, We normally don't send a link on text message, I would suggest you to check your account balance and the available balance using your internet banking or mobile app. ^Thanoj",Hi Lauren We normally dont send link text message I would suggest check account balance available balance using internet banking mobile app Thanoj,,,,,,,
2500,2020-03-25 12:28:33+00:00,"I'm sorry to hear this, Lisa. We are really busy due to the current situation, kindly bear with us. ^RIT","I'm sorry to hear this, Lisa. We are really busy due to the current situation, kindly bear with us. ^IT",Im sorry hear Lisa We really busy due current situation kindly bear us IT,,,,,,,
2501,2020-03-25 12:30:24+00:00,"Hey Sarah, I have got authorisation from a manager to send out a secure key to his home address, can you provide me with his full name and postcode via DM, I'm really happy that we can help. ^Salem","Hey Sarah, I have got authorisation from a manager to send out a secure key to his home address, can you provide me with his full name and postcode via DM, I'm really happy that we can help. ^Salem",Hey Sarah I got authorisation manager send secure key home address provide full name postcode via DM Im really happy help Salem,,,,,,,
2502,2020-03-25 12:31:39+00:00,"Hi. I'm really sorry that we can't do anything about the app updates. If you are able to get access to WIFI in any way, which I'm sure you've already thought of, would be the only alternative. ^Dani","Hi. I'm really sorry that we can't do anything about the app updates. If you are able to get access to WIFI in any way, which I'm sure you've already thought of, would be the only alternative. ^Dani",Hi Im really sorry cant anything app updates If able get access WIFI way Im sure youve already thought would alternative Dani,,,,,,,
2503,2020-03-25 12:34:30+00:00,"You're right, Fred. It is a scam, please don't click on any links and forward it to phishing@hsbc.com. Thanks for sharing! ^RIT","You're right, Fred. It is a scam, please don't click on any links and forward it to phishing@hsbc.com. Thanks for sharing! ^IT",Youre right Fred It scam please dont click links forward phishinghsbccom Thanks sharing IT,,,,,,,
2504,2020-03-25 12:39:31+00:00,"Hi Natalie, I understand there's a long wait time due to the extremely high call volumes we are having therefore we really appreciate your patience and understanding ^Sam","Hi Natalie, I understand there's a long wait time due to the extremely high call volumes we are having therefore we really appreciate your patience and understanding ^Sam",Hi Natalie I understand theres long wait time due extremely high call volumes therefore really appreciate patience understanding Sam,,,,,,,
2505,2020-03-25 12:44:26+00:00,"Hi Liam, thanks for making us aware of this. It is indeed a scam, I would appreciate if you could forward this to phishing@hsbc.co.uk, thank you. ^Jeandor","Hi Liam, thanks for making us aware of this. It is indeed a scam, I would appreciate if you could forward this to phishing@hsbc.co.uk, thank you. ^Jeandor",Hi Liam thanks making us aware It indeed scam I would appreciate could forward phishinghsbccouk thank Jeandor,,,,,,,
2506,2020-03-25 12:45:45+00:00,"Hi Oliver, It is indeed a scam, I would really appreciate if you could forward this to phishing@hsbc.co.uk. ^Jeandor","Hi Oliver, It is indeed a scam, I would really appreciate if you could forward this to phishing@hsbc.co.uk. ^Jeandor",Hi Oliver It indeed scam I would really appreciate could forward phishinghsbccouk Jeandor,,,,,,,
2507,2020-03-25 12:46:20+00:00,"Hi Louiza, the normal process yes would have been to go into branch but as you've mentioned that's not possible right now. I would suggest you both sending a secure e-messgae through online banking with your request and outlining if your situation is amicable or not. ^Dani","Hi Louiza, the normal process yes would have been to go into branch but as you've mentioned that's not possible right now. I would suggest you both sending a secure e-messgae through online banking with your request and outlining if your situation is amicable or not. ^Dani",Hi Louiza normal process yes would go branch youve mentioned thats possible right I would suggest sending secure emessgae online banking request outlining situation amicable Dani,,,,,,,
2508,2020-03-25 12:50:56+00:00,"Hi there, the message you have received is indeed a scam, please DO NOT open the link. I would really appreciate if you could forward this to phishing@hsbc.co.uk. ^Jeandor","Hi there, the message you have received is indeed a scam, please DO NOT open the link. I would really appreciate if you could forward this to phishing@hsbc.co.uk. ^Jeandor",Hi message received indeed scam please DO NOT open link I would really appreciate could forward phishinghsbccouk Jeandor,,,,,,,
2509,2020-03-25 12:51:41+00:00,"Hi there, the message you have received is indeed a scam, please DO NOT open the link. I would really appreciate if you could forward this to phishing@hsbc.co.uk. ^Jeandor","Hi there, the message you have received is indeed a scam, please DO NOT open the link. I would really appreciate if you could forward this to phishing@hsbc.co.uk. ^Jeandor",Hi message received indeed scam please DO NOT open link I would really appreciate could forward phishinghsbccouk Jeandor,,,,,,,
2510,2020-03-25 12:52:03+00:00,"We are very sorry for long waiting times you are experiencing. Please know that we are doing our best to help everyone in need during this difficult time. Please bare with us, we are doing our best. Stay safe. ^Jelena","We are very sorry for long waiting times you are experiencing. Please know that we are doing our best to help everyone in need during this difficult time. Please bare with us, we are doing our best. Stay safe. ^Jelena",We sorry long waiting times experiencing Please know best help everyone need difficult time Please bare us best Stay safe Jelena,,,,,,,
2511,2020-03-25 12:52:43+00:00,"Hello Ewa, I am unable to see the error message that you're getting. Can you please explain in more details what is the issue that you're having? Are you trying to access online banking? Can you also DM me your full name and post code to be able to locate your details? ^Jelena","Hello Ewa, I am unable to see the error message that you're getting. Can you please explain in more details what is the issue that you're having? Are you trying to access online banking? Can you also DM me your full name and post code to be able to locate your details? ^Jelena",Hello Ewa I unable see error message youre getting Can please explain details issue youre Are trying access online banking Can also DM full name post code able locate details Jelena,,,,,,,
2512,2020-03-25 12:59:06+00:00,"I have just managed to see that you're trying to activate your Digital Secure Key. Sorry for this, the connection might've not been the best. Have you tried deleting the App and installing it back again? Is this the first time you're trying to set this up? ^Jelena","I have just managed to see that you're trying to activate your Digital Secure Key. Sorry for this, the connection might've not been the best. Have you tried deleting the App and installing it back again? Is this the first time you're trying to set this up? ^Jelena",I managed see youre trying activate Digital Secure Key Sorry connection mightve best Have tried deleting App installing back Is first time youre trying set Jelena,,,,,,,
2513,2020-03-25 13:02:41+00:00,"Hi There, Thanks for foe getting in touch, were you been on the phone to reset your internet or mobile banking? ^Thanoj","Hi There, Thanks for foe getting in touch, were you been on the phone to reset your internet or mobile banking? ^Thanoj",Hi There Thanks foe getting touch phone reset internet mobile banking Thanoj,,,,,,,
2514,2020-03-25 13:02:45+00:00,"I would understand this as airline not providing what was paid for and agreed - I'd advise getting in touch with them as they may have alternative arrangements/refunds ready. I had a similar case, and my payment was refunded in few days from the airline. ^Mill","I would understand this as airline not providing what was paid for and agreed - I'd advise getting in touch with them as they may have alternative arrangements/refunds ready. I had a similar case, and my payment was refunded in few days from the airline. ^Mill",I would understand airline providing paid agreed Id advise getting touch may alternative arrangementsrefunds ready I similar case payment refunded days airline Mill,,,,,,,
2515,2020-03-25 13:05:11+00:00,"Hi, at the post office you will need a cheque deposit envelope which is available their counter, along with a pre printed paying in slip. This should save you the long trip to the branch. Stay safe. ^Karen","Hi, at the post office you will need a cheque deposit envelope which is available their counter, along with a pre printed paying in slip. This should save you the long trip to the branch. Stay safe. ^Karen",Hi post office need cheque deposit envelope available counter along pre printed paying slip This save long trip branch Stay safe Karen,,,,,,,
2516,2020-03-25 13:05:17+00:00,Do you do online banking? The best option is to get in touch via Live chat. ^RIT,Do you do online banking? The best option is to get in touch via Live chat. ^IT,Do online banking The best option get touch via Live chat IT,,,,,,,
2517,2020-03-25 13:06:17+00:00,"I know the no make up feeling myself Jessica. We'll come out of this isolation with glowing skin Have you tried setting it up on your mobile device again and then logging onto your app, it should prompt you to set it up again. Try that and see how you get on. ^Dani","I know the no make up feeling myself Jessica. We'll come out of this isolation with glowing skin Have you tried setting it up on your mobile device again and then logging onto your app, it should prompt you to set it up again. Try that and see how you get on. ^Dani",I know make feeling Jessica Well come isolation glowing skin Have tried setting mobile device logging onto app prompt set Try see get Dani,,,,,,,
2518,2020-03-25 13:19:29+00:00,"Hi Ravindra, if you're a UK resident you would be eligible to apply for a personal loan with us. Although it may be for Study purposes it would still fall under the personal loan category. You can read all the information and how to apply here: http://grp.hsbc/60141QxW0 ^Dani","Hiavindra, if you're a UK resident you would be eligible to apply for a personal loan with us. Although it may be for Study purposes it would still fall under the personal loan category. You can read all the information and how to apply here: ^Dani",Hiavindra youre UK resident would eligible apply personal loan us Although may Study purposes would still fall personal loan category You read information apply Dani,,,,,,,
2519,2020-03-25 13:24:41+00:00,"Hey there, I'm sorry for the inconvenience. The current situation has effected us as it has effected everyone else. We're trying our best to bring it back to normal. Please tell me the reason of your call in Direct Message, I might be able to help. Thanks! ^Kashif","Hey there, I'm sorry for the inconvenience. The current situation has effected us as it has effected everyone else. We're trying our best to bring it back to normal. Please tell me the reason of your call in Direct Message, I might be able to help. Thanks! ^Kashif",Hey Im sorry inconvenience The current situation effected us effected everyone else Were trying best bring back normal Please tell reason call Direct Message I might able help Thanks Kashif,,,,,,,
2520,2020-03-25 13:31:03+00:00,"Thanks for reaching us, Alex. You can have multiple accounts with us, same branch. There are no restrictions. ^RIT","Thanks for reaching us, Alex. You can have multiple accounts with us, same branch. There are no restrictions. ^IT",Thanks reaching us Alex You multiple accounts us branch There restrictions IT,,,,,,,
2521,2020-03-25 13:33:45+00:00,"Hi Neil, all the updates we're working on can be found in the link below, hope it's helpful! http://grp.hsbc/60191Qxfz ^Jeandor","Hi Neil, all the updates we're working on can be found in the link below, hope it's helpful! ^Jeandor",Hi Neil updates working found link hope helpful Jeandor,,,,,,,
2522,2020-03-25 13:39:31+00:00,"You're welcome Michael, take care and stay safe! ^Jeandor","You're welcome Michael, take care and stay safe! ^Jeandor",Youre welcome Michael take care stay safe Jeandor,,,,,,,
2523,2020-03-25 13:39:53+00:00,"Hi Reenye, interest is payable on certain transactions, I will be unable to provide you specific detail via Twitter, please either log onto Internet banking & send us a secure message or call us on 03457 404 404 daily between 8am and 8pm & we will help.^Karen","Hieenye, interest is payable on certain transactions, I will be unable to provide you specific detail via Twitter, please either log onto Internet banking & send us a secure message or call us on 03457 404 404 daily between 8am and 8pm & we will help.^Karen",Hieenye interest payable certain transactions I unable provide specific detail via Twitter please either log onto Internet banking send us secure message call us daily pm helpKaren,,,,,,,
2524,2020-03-25 13:44:06+00:00,"Hi Claire, the Cramlington branch is open today from 9:30am to 4:30pm. Hope this helps. :) ^Jeandor","Hi Claire, the Cramlington branch is open today from 9:30am to 4:30pm. Hope this helps. :) ^Jeandor",Hi Claire Cramlington branch open today pm Hope helps Jeandor,,,,,,,
2525,2020-03-25 13:49:08+00:00,"Hi Lucy, this seems to be a scam text. Please avoid clicking on any links and make sure to delete it immediately. Thanks for letting us know ^Sam","Hi Lucy, this seems to be a scam text. Please avoid clicking on any links and make sure to delete it immediately. Thanks for letting us know ^Sam",Hi Lucy seems scam text Please avoid clicking links make sure delete immediately Thanks letting us know Sam,,,,,,,
2526,2020-03-25 13:51:01+00:00,"Hi Barbara, this seems to be a scam text. Please avoid clicking on any links and make sure to delete it immediately. Thanks for letting us know ^Sam","Hi Barbara, this seems to be a scam text. Please avoid clicking on any links and make sure to delete it immediately. Thanks for letting us know ^Sam",Hi Barbara seems scam text Please avoid clicking links make sure delete immediately Thanks letting us know Sam,,,,,,,
2527,2020-03-25 13:53:05+00:00,"Hi Dean, you can find out the branches that are open and their opening hours by clicking on this link http://grp.hsbc/60121QInp ^Sam","Hi Dean, you can find out the branches that are open and their opening hours by clicking on this link ^Sam",Hi Dean find branches open opening hours clicking link Sam,,,,,,,
2528,2020-03-25 13:54:11+00:00,"Hi Ian, we're currently receiving a high number of applications, and we'll do our best to get back to you within 7 days. ^Jeandor","Hi Ian, we're currently receiving a high number of applications, and we'll do our best to get back to you within 7 days. ^Jeandor",Hi Ian currently receiving high number applications well best get back within days Jeandor,,,,,,,
2529,2020-03-25 13:56:46+00:00,"Hi Kieron, the Carmlington branch seem to be open you can find out the branches that are open and their opening hours by clicking on this link http://grp.hsbc/60111QIbT ^Sam","Hi Kieron, the Carmlington branch seem to be open you can find out the branches that are open and their opening hours by clicking on this link ^Sam",Hi Kieron Carmlington branch seem open find branches open opening hours clicking link Sam,,,,,,,
2530,2020-03-25 14:00:02+00:00,"In times of crisis, the strength of the UK community is shown when we come together and support the most vulnerable. That's why we’ve donated £1 million to the @NatEmergTrust Coronavirus Appeal and the @BritishRedCross. You can donate here http://grp.hsbc/NET_CoronavirusAppeal","In times of crisis, the strength of the UK community is shown when we come together and support the most vulnerable. That's why we’ve donated £1 million to the @NatEmergTrust Coronavirus Appeal and the @BritishedCross. You can donate here",In times crisis strength UK community shown come together support vulnerable Thats weve donated million NatEmergTrust Coronavirus Appeal BritishedCross You donate,,,,,,,
2531,2020-03-25 14:01:05+00:00,"Hi Phil, I hope both you and your partner are doing well and keeping safe. We cannot confirm anything different right now. We are looking into options for certified solicitor copies to be sent to branch. I really hope this can help.^Jelena","Hi Phil, I hope both you and your partner are doing well and keeping safe. We cannot confirm anything different right now. We are looking into options for certified solicitor copies to be sent to branch. I really hope this can help.^Jelena",Hi Phil I hope partner well keeping safe We cannot confirm anything different right We looking options certified solicitor copies sent branch I really hope helpJelena,,,,,,,
2532,2020-03-25 14:01:31+00:00,"Thanks a lot, take care and stay safe. ^Jeandor","Thanks a lot, take care and stay safe. ^Jeandor",Thanks lot take care stay safe Jeandor,,,,,,,
2533,2020-03-25 14:01:34+00:00,"Hi Nick, the Brixton branch seem to be open from 9:00-17:00 you can find out the branches that are open and their opening hours by clicking on this link http://grp.hsbc/60111QI9v ^Sam","Hi Nick, the Brixton branch seem to be open from 9:00-17:00 you can find out the branches that are open and their opening hours by clicking on this link ^Sam",Hi Nick Brixton branch seem open find branches open opening hours clicking link Sam,,,,,,,
2534,2020-03-25 14:02:23+00:00,Sorry Andrea for the name ^Sam,Sorry Andrea for the name ^Sam,Sorry Andrea name Sam,,,,,,,
2535,2020-03-25 14:06:08+00:00,Hi Vicky. Use the below link to DM us. Include your full name and post code along with your query. We'll get back to you ASAP. ^Shaun,Hi Vicky. Use the below link to DM us. Include your full name and post code along with your query. We'll get back to you ASAP. ^Shaun,Hi Vicky Use link DM us Include full name post code along query Well get back ASAP Shaun,,,,,,,
2536,2020-03-25 14:06:20+00:00,Here's the link: https://twitter.com/messages/compose?recipient_id=2922732233,Here's the link:,Heres link,,,,,,,
2537,2020-03-25 14:09:27+00:00,"Hi Chris, this seems to be a scam text. Please avoid clicking on any links and make sure to delete it immediately. Thanks for letting us know ^Sam","Hi Chris, this seems to be a scam text. Please avoid clicking on any links and make sure to delete it immediately. Thanks for letting us know ^Sam",Hi Chris seems scam text Please avoid clicking links make sure delete immediately Thanks letting us know Sam,,,,,,,
2538,2020-03-25 14:10:57+00:00,"Hi - I'm confident are safe, there could be a glitch or wrong details are being entered. Have you managed to get through to us yet? If not, kindly pass me your full name and postcode via link below - we can temporarily stop your online until we hear from you. ^Mill","Hi - I'm confident are safe, there could be a glitch or wrong details are being entered. Have you managed to get through to us yet? If not, kindly pass me your full name and postcode via link below - we can temporarily stop your online until we hear from you. ^Mill",Hi Im confident safe could glitch wrong details entered Have managed get us yet If kindly pass full name postcode via link temporarily stop online hear Mill,,,,,,,
